h tCustomer ID,Customer Name,GST Number,Billing Address,Shipping Address,Rate Card Reference,Created On,Phone,Remarks
B2BCUST-499,"Fairfield By Marriott Goa Calangute, AA RA HOTELS INDIA PVT. LTD.","30AACCJ4901C1ZE","Fairfield By Marriott Goa Calangute, AA RA HOTELS INDIA PVT. LTD. H No 1/72/C, Survey No 105/01, Gaura Waddo, Calangute, Bardez, Calangute, Goa, 403516, IN, Attn:  Pritidas P Naik Phone:  8767431584","Fairfield By Marriott Goa Calangute, AA RA HOTELS INDIA PVT. LTD. H No 1/72/C, Survey No 105/01, Gaura Waddo, Calangute, Bardez, Calangute, Goa, 403516, IN, Attn:  Pritidas P Naik Phone:  8767431584","N/A",12-May-2025,"6370840371","N/A"
B2BCUST-498,"T T Group - Clarks Inn, Bangalore","29AARFT4658C1ZO","T T Group, T T Tower, No 28, Prestige Enclave, Bettahalsur, Bangalore International Airport Road, Bangalore, Bengaluru (Bangalore) Urban, Karnataka, 562157, 9606967183","Clarks Inn, Bangalore #28, Prestige Enclave, Bettahalasur Cross. Bangalore International Airport Road, Bangalore, Karnataka- 562157, 9606967183","N/A",10-May-2025,"9606967183","N/A"
B2BCUST-497,"PULKIT SONI","NA","PULKIT SONI, H.NO.51, GULMOHAR COLONY MAIN INDORE, 452018 Madhya Pradesh, 9893044496","PULKIT SONI, H.NO.51, GULMOHAR COLONY MAIN INDORE, 452018 Madhya Pradesh, 9893044496","N/A",10-May-2025,"9893044496","N/A"
B2BCUST-496,"VANYASHREE HOSPITALITY","08EQNPP0051H1ZP","Vanyashree Hospitality, 172/2264, Ganeshpura Colony, Tehla, Rajgarh, Alwar, Pin 301410, Rajasthan,  Vaibhav 6267666155, Vikash Jain 9024793030","Guldaar Sariska, Vanyashree Hospitality, 172/2264, Ganeshpura Colony, Tehla, Rajgarh, Alwar, Pin 301410, Rajasthan,  Vaibhav 6267666155, Vikash Jain 9024793030","N/A",08-May-2025,"9024793030","N/A"
B2BCUST-495,"SCOOTSY LOGISTICS PRIVATE LIMITED ( CI3- Mumbai)","27AAVCS1691R1Z5","B-400, One K- Square Park, K-Square Industrial &amp; Logistics Park, Before Padgha Toll naka, Nashik-Mumbai Highway, Padgha-Bhiwandi Mumbai, Maharashtra - 421101, India","B-400, One K- Square Park, K-Square Industrial &amp; Logistics Park, Before Padgha Toll naka, Nashik-Mumbai Highway, Padgha-Bhiwandi Mumbai, Maharashtra - 421101, India","Swiggy Rate Card - 2",08-May-2025,"8587935434","N/A"
B2BCUST-494,"Kiranakart Technologies Private Limited ( Ahmedabad)","24AAICK4821A1Z1","Land Block No: 570-580, Mouja-Hariyala, Sub district and Taluka-Kheda, District-Kheda, Gujarat 387570","Land Block No: 570-580, Mouja-Hariyala, Sub district and Taluka-Kheda, District-Kheda, Gujarat 387570","ZEPTO RATE CARD - 4",08-May-2025,"9958867125","N/A"
B2BCUST-493,"Purezento Box Centre","18ABFFP4722L1ZX","Purezento Box Centre, 1st Floor, Between Yes Bank & Union Bank Below Bhangagarh Bridge, Nr. Rudraksh Mall GS ROAD, Guwahati-781005 Abhishek Agarwal 8810354608, 7669660021","Purezento Box Centre, 1st Floor, Between Yes Bank & Union Bank Below Bhangagarh Bridge, Nr. Rudraksh Mall GS ROAD, Guwahati-781005  Abhishek Agarwal 8810354608, 7669660021","N/A",07-May-2025,"8810354608","N/A"
B2BCUST-492,"Moonstone Ventures LLP ( Farukhnagar)","06AACFY8913A2ZB","Vill Khalikpur, Tehsil Badli, Jhajjar 124105 Contact Name: Avanish Upadhyay Phone No : 8602752058","Vill Khalikpur, Tehsil Badli, Jhajjar 124105 Contact Name: Avanish Upadhyay Phone No : 8602752058","Blinkit Special Rate Card",02-May-2025,"9958867125","N/A"
B2BCUST-491,"Moonstone Ventures LLP ( Farukhnagar-2)","06AACFY8913A2ZB","   New Farrukhnagar Khasra Nos. 123//16/2     and 17/1/2 and Khasra Nos. 124//1/1, 1/2,     1/3 2, 9/1, 9/2, 10, 11/1, 11/2, 12, 19, 20/1     and 20/2 totalling 68 Kanal and 16     located in Mubarakpur,    Farukhnagar, Gurugram,     Haryana 122506","   New Farrukhnagar Khasra Nos. 123//16/2     and 17/1/2 and Khasra Nos. 124//1/1, 1/2,     1/3 2, 9/1, 9/2, 10, 11/1, 11/2, 12, 19, 20/1     and 20/2 totalling 68 Kanal and 16     located in Mubarakpur,    Farukhnagar, Gurugram,     Haryana 122506","Blinkit Special Rate Card",02-May-2025,"9958867125","N/A"
B2BCUST-490,"Moonstone Ventures LLP ( Kundli )","06AACFY8913A2ZB","SHED A,A (FF), B & C, MUSTHIL 41, KHASRA NO.26//23,41//1/2 MIN,2/2,3/1/13/1/2,3/2,4/1,4/ 2,7,8,9 & 42//5/2, NH-1, VILLAGE-KUMASPUR, DISTRICT SONIPAT, ADJOINING TO JURASIK PARK INN, Sonipat, Sonipat, Haryana-131001","SHED A,A (FF), B & C, MUSTHIL 41, KHASRA NO.26//23,41//1/2 MIN,2/2,3/1/13/1/2,3/2,4/1,4/ 2,7,8,9 & 42//5/2, NH-1, VILLAGE-KUMASPUR, DISTRICT SONIPAT, ADJOINING TO JURASIK PARK INN, Sonipat, Sonipat, Haryana-131001","Blinkit Special Rate Card",02-May-2025,"9958867125","N/A"
B2BCUST-489,"Apple Promoters Private Limited","06AACCH9928H1ZC","Apple Promoters Private Limited, Divine Clarks Inn Suites, B – Block, Divine City Centre, Opp. New Bus Stand, Kurukshetra – 136118 Haryana, Rohit Panjeta 9306753703","Divine Clarks Inn Suites, Pipli - Kurukshetra Road, Divine City C entre , Kurukshetra Opp. New Bus Stand, Kurukshetra - 136118 Haryana Rohit Panjeta - 9306753703","N/A",02-May-2025,"9306753703","N/A"
B2BCUST-488,"Fabpiks Digital Private Limited","07AAFCF2249G1ZR","Fabpiks Digital Private Limited Plot No.76, Khasra No.490, New Pole Line, Bamnoli Village, New Delhi , South West Delhi, Delhi - 110077 POC 9426319726","Fabpiks Digital Private Limited Plot No.76, Khasra No.490, New Pole Line, Bamnoli Village, New Delhi , South West Delhi, Delhi - 110077 POC 9426319726","N/A",30-Apr-2025,"9426319726","N/A"
B2BCUST-487,"NOVOTEL CHANDIGARH","04AAJFK4042M2Z9","NOVOTEL CHANDIGARH, A UNIT OF KLG ENTERPRISES , PLOT NO -181/3B, INDUSTRIAL AREA, PHASE -I.TRIBUNE CHOWK,  CHANDIGARH 160002, 9875968016","NOVOTEL CHANDIGARH, A UNIT OF KLG ENTERPRISES , PLOT NO -181/3B, INDUSTRIAL AREA, PHASE -I.TRIBUNE CHOWK,  CHANDIGARH 160002, 9875968016","Horeca 1.5gm Sachets Pack of 500 - Institutional",30-Apr-2025,"9875968016","N/A"
B2BCUST-486,"Merlin Brands Pvt. Ltd. (HARYANA)","06AANCM3793L1ZS","MERLIN BRANDS PRIVATE LIMITED, SEAT NO. C307, UNIT-202, IIND FLOOR, EF3 MALL, SEC 20A, MATHURA ROAD, Faridabad, 121001 Haryana , Aarya kinjal 9999485330","Merlin Brands Pvt. Ltd. (HARYANA) Plot No 237, Sector 68, IMT Faridabad Haryana - 121004 Poc- Gourav Ph no -9999485330","N/A",30-Apr-2025,"9999485330","N/A"
B2BCUST-485,"Kiranakart Technologies Private Limited ( Kandlakoya Hyderabad )","36AAICK4821A1ZW","Survey No-129/2 situated at Kandlakoya Village,, Medchal, Medchal-Malkajgiri, Telangana-501401","Survey No-129/2 situated at Kandlakoya Village,, Medchal, Medchal-Malkajgiri, Telangana-501401","ZEPTO RATE CARD - 4",30-Apr-2025,"9958867125","N/A"
B2BCUST-484,"Olive Mahadevapura","29ABHFR6165P1Z9","RVP Group, Ground Floor, Sy No.87, Flat No.10, Katha No.101, Viveks Aroma Apartments, S V Brindavan Road, Panathur Main Road, Bengaluru, Bengaluru Urban, Karnataka, 560103","25, Fern City Road, Outer Ring Rd, Doddanekkundi, Bengaluru, Karnataka 560037  Srijana - 78650 39587","N/A",29-Apr-2025,"7865039587","N/A"
B2BCUST-483,"Olive Sanjay Nagar","29DLYPS6956R2Z6","SHAZIA SALIK, NO 2, 3rd cross Marappa Garden Church road, J C Road, Bangalore, Bengaluru (Bangalore) Rural, Karnataka, 560006","Site no. 104, Sachidananda Nagar, AECS Layout, Sanjayanagara, Bengaluru, Karnataka 560094  Property - 8867795870","N/A",29-Apr-2025,"8867795870","N/A"
B2BCUST-482,"Olive Ejipura – Open Hotels","29AANPR3742D1ZG","RAVICHANDAR SARALA, No.11, 4th Block, Koramangala, Bengaluru (Bangalore) Urban, Karnataka, 560034, Mahesh - 9008089143","2nd Cross Road, Venkappa Garden, Ejipura, Bengaluru, Karnataka - 560047, Mahesh - 9008089143","N/A",29-Apr-2025,"9008089143","N/A"
B2BCUST-481,"WAVES HOTELS & ESTATES PVT. LTD.","27AAACW0437E1ZN","WAVES HOTELS & ESTATES PVT. LTD.  C/O NOVOTEL MUMBAI INTERNATIONAL AIRPORT  CTS NO 1359, NEXT TO AIRPORT METRO STATION , ENTRANCE NO. 3,  MAROL ANDHERI KURLA ROAD,  ANDHERI EAST, MUMBAI 400059","WAVES HOTELS & ESTATES PVT. LTD.  C/O NOVOTEL MUMBAI INTERNATIONAL AIRPORT  CTS NO 1359, NEXT TO AIRPORT METRO STATION , ENTRANCE NO. 3,  MAROL ANDHERI KURLA ROAD,  ANDHERI EAST, MUMBAI 400059","Horeca 1.5gm Sachets Pack of 500 - Institutional",29-Apr-2025,"8657868751","N/A"
B2BCUST-480,"The Westin Gurgaon, New Delhi","06AABCI2522B1ZC","Vatika Hotels Pvt. Ltd., The Westin Gurgaon, New Delhi, Plot No.-1, MG Road  Sec-29  Gurgaon, Haryana, 122102, IN  Attn: Sangeet Sharma","The Westin Gurgaon, New Delhi  Plot No.-1, MG Road  Sec-29  Gurgaon, Haryana, 122102, IN  Attn: SW Huda","N/A",26-Apr-2025,".","N/A"
B2BCUST-479,"HYATT REGENCY DEHRADUN RESORT AND SPA","05AAACR4132P1ZB","Sir Biotech india limited, HYATT REGENCY DEHRADUN RESORT AND SPA, Malsi Forest Edge, Mussoorie Road, Dehradun, Uttarakhand, 248009, IN","HYATT REGENCY DEHRADUN RESORT AND SPA Malsi Forest Edge, Mussoorie Road, Dehradun, 248009, IN Sulakhan Singh M: +91 7217015138, Umesh 7217015154","N/A",26-Apr-2025,"7217015138","N/A"
B2BCUST-478,"The Evren by BluSalzz Collections","30ABLFA2838C1ZY","Amoda Realtors LLP, SY NO. 196/9, BHAWATA WADA, ASSAGAO BARDEZ, MAPUSA, NORTH GOA, GOA, 403502, Sanjeet Narayan singh 8638022685","The Evren by BluSalzz Collections Plot No: 246/2, Ozran Beach Road, Vagator North Goa – 403509, India POC - Tarun Solanki Mob - 9045512513","N/A",25-Apr-2025,"8638022685","N/A"
B2BCUST-477,"DHRUVA TRADERS","08BBVPJ3215P1Z0","967, AAKASHDEEP, CHETAK MARG, UDAIPUR, Udaipur, Rajasthan, 313001","967, AAKASHDEEP, CHETAK MARG, UDAIPUR, Udaipur, Rajasthan, 313001","N/A",24-Apr-2025,"8562068538","N/A"
B2BCUST-476,"Fairfield by Marriott Belagavi","29AAACG9426F1ZI","Fairfield by Marriott Belagavi, FFI Belagavi, 132/7-9, Gogte Plaza, Kakti, Belagavi, Karnataka, 591113 IN, 9071426921","Fairfield by Marriott Belagavi, 132/7-9, Gogte Plaza, Kakti, Belagavi, Karnataka, 591113 IN, 9071426921","N/A",24-Apr-2025,"9071426921","N/A"
B2BCUST-475,"Isprava Vesta Pvt Ltd (Lohono Goa Warehouse)","30AAACK0376Q2ZG","Isprava Vesta Pvt Ltd, Isprava Vesta Pvt Ltd (Lohono Goa Office): 12/43, Near D.Nine Workshop Mapusa - Dmc Collage Road, Assgao -, Anjuna Road, Khorlim, Mapusa, Goa, Goa - 403507 North Goa (Goa- 30 ) India - 403507","Isprava Vesta Pvt Ltd, Britto Villa 555/3 near by JW Marriott Goa Vagator, Survey No. 245, 1-A, Coutinho Vaddo, Vagator, Goa ANJUNA, GOA Rajesh-8588806303 Sanket - 9588632034 North Goa (Goa) India - 403509 Poonam 7053747403","N/A",24-Apr-2025,"7053747403","N/A"
B2BCUST-474,"Olive VV Puram","29ABNFM0042L1Z0","M K VENTURES, 63, Kavi Kakshmi Road, VV Puram, Bangalore, Bengaluru, Urban, Karnataka, 560004, Aryan 7204904273, 6364500945","M K VENTURES, 63, Kavi Kakshmi Road, VV Puram, Bangalore, Bengaluru, Urban, Karnataka, 560004, Aryan 7204904273, 6364500945","N/A",23-Apr-2025,"7204904273","N/A"
B2BCUST-473,"AIR INDIA EXPRESS LIMITED-Hyderabad HYD","36AABCA0522B1ZL","AIR INDIA EXPRESS LIMITED, 3RD FLOOR, ADMIN BUILDING, AIR INDIA LIMITED, RGIA, Shamshabad, Hyderabad, Telangana,  501218","M/s CAFS, Air India Express Ltd, CAFS, SY No-99/1,  RGI Airport, Opposite Air India MRO Complex, Shamshabad,  Hyderabad, Telangana, SOORAJ KP	9990124536/ 8287576866 501218","N/A",23-Apr-2025,"8287576866","N/A"
B2BCUST-472,"AIR INDIA EXPRESS LIMITED-Chennai MAA","33AABCA0522B1ZR","AIR INDIA EXPRESS LIMITED, GRN Floor, Room No 22, Air India Express Limited, Chennai International Airport, Chennai Kancheepuram, Tamil Nadu, 600016","M/s. Taj  Flight Kitchen, Air India Express, M/s Taj Sats, 6, Officers Line, #272, G.S.T Road, Pallavaram, Chennai, India, MOHIDA G	8903180297,  600043","N/A",23-Apr-2025,"8903180297","N/A"
B2BCUST-471,"Kiranakart Technologies Private Limited - (Zepto Cafe GUR001M)","06AAICK4821A1ZZ","Kiranakart Technologies Private Limited Bilaspur Motherhub Gurugram (GUR001M) Hadbast No. 143, Khasra No. 59//3/2, Revenue Estate, Pathreri, Gurugram - 122413 (Haryana)","Kiranakart Technologies Private Limited Bilaspur Motherhub Gurugram (GUR001M) Hadbast No. 143, Khasra No. 59//3/2, Revenue Estate, Pathreri, Gurugram - 122413 (Haryana)","N/A",23-Apr-2025,"9616352711","N/A"
B2BCUST-470,"Kenilworth Resort & Spa, Goa","30AAACH8422L1ZR","KHR HOSPITALITY INDIA LIMITED,  Utorda, Salcete, Majorda, Goa 403713, Goa, India, Ajay M: +91 9790880887 | T: +91 832 6698888 |","KHR HOSPITALITY INDIA LIMITED,  Utorda, Salcete, Majorda, Goa 403713, Goa, India, Ajay M: +91 9790880887 | T: +91 832 6698888 |","N/A",23-Apr-2025,"9790880887","N/A"
B2BCUST-469,"COURTYARD BY MARRIOTT TIRUCHIRAPPALLI","33AADCM2094G1ZO","SANGU CHAKRA HOTELS PRICATE LIMITED, COURTYARD BY MARRIOTT TIRUCHIRAPPALLI, 4D Collector Office Road, Cantonment, Tiruchirapalli, Tamilnadu 620001 8925805612","COURTYARD BY MARRIOTT TIRUCHIRAPPALLI, 4D Collector Office Road, Cantonment, Tiruchirapalli, Tamilnadu 620001 8925805612","N/A",22-Apr-2025,"8925805612","N/A"
B2BCUST-468,"IBIS Pune Viman Nagar","27AABCI2732H1ZS","Interglobe Hotels Pvt. Ltd - ibis Pune, Survey #32, Viman Nagar, Nagar Road, PUNE-14, India 411014 9284000838","ibis Pune Viman Nagar  Survey No 32, Viman Nagar,  Nagar Road, Pune – 411014.  M:+91 9284000838","Horeca 1.5gm Sachets Pack of 500 - Institutional",22-Apr-2025,"9284000838","N/A"
B2BCUST-467,"GIFTINK SOLUTIONS LLP","29ABCFG2260M1Z7","GIFTINK SOLUTIONS LLP No. 85, 3rd Floor, K H Road, Double Rd, Srinivas Colony, Sudhama Nagar, Bengaluru, Karnataka 560027 Praveen Kumar 9611347030","GIFTINK SOLUTIONS LLP No. 85, 3rd Floor, K H Road, Double Rd, Srinivas Colony, Sudhama Nagar, Bengaluru, Karnataka 560027 Praveen Kumar 9611347030","N/A",19-Apr-2025,"9611347030","N/A"
B2BCUST-466,"JOVIN'S CAFE","33JBJPS1946C1ZJ","JOVIN'S CAFÉ, 199/1D,200D,201D, ALLIANCE MALL DEVELOPERS CO(P)LTD, SATHY MAIN ROAD, SIVANANTHAPURAM, Saravanampatti, Coimbatore, Coimbatore, Tamil Nadu, 641035","JOVIN'S CAFÉ, Ground floor, Prozone mall, Saravanampatty, Coimbatore 641035 SUNIL KUMAR 8438292084","N/A",18-Apr-2025,"8438292084","N/A"
B2BCUST-465,"Bloom Hotel - Katra","01AABCI6836L1ZK","Imperativ Hospitality Private Limited KHASRA NO.406/220,VILLAGE KATRA,DISTT-REASI Katra 01-JK 182301 IN,  Deepak 8964952905","Bloom Hotel - Katra KHASRA NO.406/220,VILLAGE KATRA,DISTT-REASI Katra 01-JK 182301 IN, Deepak 8964952905","Bloom Hotels Institutional",18-Apr-2025,"8964952905","N/A"
B2BCUST-464,"Flipkart India Private Limited ( Mumbai)","27AABCF8078M1Z1","Warehouse Saidham, G warehouse, At Village - Dohale, Post Padgha Opp Vaishnavdevi Mandir, Taluka Bhiwandi, Dist Thane Bhiwandi 421101","Warehouse Saidham, G warehouse, At Village - Dohale, Post Padgha Opp Vaishnavdevi Mandir, Taluka Bhiwandi, Dist Thane Bhiwandi 421101","FK MINUTES RATE CARD-1",17-Apr-2025,"27AABCF8078M1Z1","N/A"
B2BCUST-463,"Flipkart India Private Limited ( Binola)","06AABCF8078M1Z5","Khasra No.14/6.16/1.17/3.Vill.Binola.Tehsil Manesar.ggn -122413 Gurgaon 122413","Khasra No.14/6.16/1.17/3.Vill.Binola.Tehsil Manesar.ggn -122413 Gurgaon 122413","FK MINUTES RATE CARD-1",17-Apr-2025,"7488803494","N/A"
B2BCUST-462,"Flipkart India Private Limited ( Bangalore)","29AABCF8078M1ZX","Sy no 18/2, 18/3, 18/4, 19/1, 19/2, 19/3, 20/1, 20/2, 20/3, 21/2, 22/2, 23/2, 23/3, 23/4 situated as Taverekere Venkatapura, Hosakote Taluk, Nadagudi Hobli, Bengaluru 562122 Bengaluru 562122","Sy no 18/2, 18/3, 18/4, 19/1, 19/2, 19/3, 20/1, 20/2, 20/3, 21/2, 22/2, 23/2, 23/3, 23/4 situated as Taverekere Venkatapura, Hosakote Taluk, Nadagudi Hobli, Bengaluru 562122 Bengaluru 562122","FK MINUTES RATE CARD-1",17-Apr-2025,"7488803494","N/A"
B2BCUST-461,"Flipkart India Private Limited ( Uluberia)","19AABCF8078M1ZY","ESR Warehousing Pvt Ltd. Mouza Chandipur, Harinarayanchak and Amraberia J.L.No 9,55,and 8 Dist-Howrah, Uttar Pirpur, Howrah, West Bengal, 711316 Howrah 711316","ESR Warehousing Pvt Ltd. Mouza Chandipur, Harinarayanchak and Amraberia J.L.No 9,55,and 8 Dist-Howrah, Uttar Pirpur, Howrah, West Bengal, 711316 Howrah 711316","FK MINUTES RATE CARD-1",17-Apr-2025,"7488803494","N/A"
B2BCUST-460,"Flipkart India Private Limited ( Bijwasan )","07AABCF8078M1Z3","Block -3, Khasra No. 23//6/1 VILLAGE BIJWASAN NEW DELHI - 110061 New Delhi 110061","Block -3, Khasra No. 23//6/1 VILLAGE BIJWASAN NEW DELHI - 110061 New Delhi 110061","FK MINUTES RATE CARD-1",17-Apr-2025,"7488803494","N/A"
B2BCUST-459,"CLICK HOTEL","NA","CLICK HOTEL, Sector No – 05,  Commercial Plot Industrial Growth Centre,  Plot No.05, Dist, Pithampur, 454775 Madhya Pradesh ","CLICK HOTEL, Sector No – 05,  Commercial Plot Industrial Growth Centre,  Plot No.05, Dist, Pithampur, 454775 Madhya Pradesh ","N/A",12-Apr-2025,"8511545611","N/A"
B2BCUST-458,"Ventive Hospitality Ltd-Pune Marriott Suites","27AABCI2357N1ZA","VENTIVE HOSPITALITY LIMITED, Pune Marriott Suites 81,  Mundhwa Koregaon Park Annex Pune, Maharashtra, 411036, IN 9049007214","Pune Marriott Suites 81 Mundhwa Koregaon Park Annex Pune, Maharashtra, 411036, IN 9049007214","N/A",12-Apr-2025,"9049007214","N/A"
B2BCUST-457,"Alila Fort Bishangarh Jaipur","08AACCK8341B1ZS","ALILA FORT BISHANGARH  Off Nh-8 At Manoharpur Bishangarh Village, Jaipur, Rajasthan 303104","Sunil Yadav Care of Shree Shyam Air Courier Service, B-5, New Anaaj mandi Shahpura, Jaipur 303103 Rajasthan 9828381373 9772269053","N/A",12-Apr-2025,"7230058013","N/A"
B2BCUST-456,"4SYZ Infotech Solutions Pvt Ltd-Mumbai","29AAACZ4568M1ZJ","4SYZ INFOTECH SOLUTIONS PVT. LTD. #554, 14th Main, HSR Layout, 7th Sector, Bangalore 560102 GST Number: 29AAACZ4568M1ZJ ph: 9980855223","4syz, ONE BKC, A Wing,7th floor , Unit C32 G Block, Bandra Kurla Complex, Bandra (E), Mumbai ,400051 ph: CHANDAN : 9594177592 8121014230","N/A",12-Apr-2025,"9980855223","N/A"
B2BCUST-455,"4SYZ Infotech Solutions Pvt Ltd-Hyderabad","29AAACZ4568M1ZJ","4SYZ INFOTECH SOLUTIONS PVT. LTD. #554, 14th Main, HSR Layout, 7th Sector, Bangalore 560102 GST Number: 29AAACZ4568M1ZJ ph: 9980855223","4syz, Level 14, Skyview Building 62, Hi Tech City Main Road Hyderabad, IND 500081 Contact: +91 91001 07669 (Baskula)","N/A",12-Apr-2025,"9980855223","N/A"
B2BCUST-454,"4SYZ Infotech Solutions Pvt Ltd-Gurgaon","29AAACZ4568M1ZJ","4SYZ INFOTECH SOLUTIONS PVT. LTD. #554, 14th Main, HSR Layout, 7th Sector, Bangalore 560102 GST Number: 29AAACZ4568M1ZJ ph: 9980855223","4syz, Level 3, 4,5 Atria, Block N, Gulmohar Marg, DLF Phase 2, Sector 25, Gurugram, Haryana 122002 Pallav: +91 96433 94202","N/A",12-Apr-2025,"9643394202","N/A"
B2BCUST-453,"Tree of Life Amara Resort & Spa Udaipur","08AAJFL3979N1ZF","Tree of Life Amara Resort & Spa Udaipur, Lake City Projects- 405,  A-Wing Forth Floor, Plot No. 169, Fatehpura,  Sukhadia Circle , Circle View Apartment, Udaipur Rajasthan - 313004, India","Tree of Life, Amara Resort & Spa Udaipur, Ocean Kujur, Tree of Life, Amara Resort & Spa Udaipur 313201, Rajasthan, India Resort Manager M: +91-9560548535","N/A",11-Apr-2025,"9560548535","N/A"
B2BCUST-452,"Starz Clarks inn, Mussoorie","05AABCH2225E1Z9","HOTEL STARZ REGENCY UO HOTEL MITSONS PVT LTD, Starz Clarks inn, Mussoorie Near Bus Stand, Picture Palace The Mall, Mussoorie, Uttarakhand – 248179 Tel: 0135 – 2632907/2632874","Starz Clarks inn, Mussoorie Near Bus Stand, Picture Palace The Mall, Mussoorie, Uttarakhand – 248179 Tel: 0135 – 2632907/2632874","N/A",11-Apr-2025,"7055220903","N/A"
B2BCUST-451,"Sleepy Owl Coffee Private Limited HYD8","36AAYCS8675E1ZG","Sleepy Owl Coffee Private Limited Care of : Amazon Seller Services Pvt. Ltd. GMR Airport City Survey No. 99/1, Mamidipally Village, Shamshabad Telangana 501218","Sleepy Owl Coffee Private Limited Care of : Amazon Seller Services Pvt. Ltd. GMR Airport City Survey No. 99/1, Mamidipally Village, Shamshabad Telangana 501218","Stock Transfer to FBA Rate Card",11-Apr-2025,"NA","N/A"
B2BCUST-450,"Sleepy Owl Coffee Private Limited GAX1","18AAYCS8675E1ZE","Sleepy Owl Coffee Private Limited Care of : Amazon Seller Services Private Limited Nitesh Ventures, Village: Uparhali (Bijoynagar) P.O.: Uparhali, District- Kamrup Assam (State/UT Code: 18) 781122","Sleepy Owl Coffee Private Limited Care of : Amazon Seller Services Private Limited Nitesh Ventures, Village: Uparhali (Bijoynagar) P.O.: Uparhali, District- Kamrup Assam (State/UT Code: 18) 781122","Stock Transfer to FBA Rate Card",11-Apr-2025,"NA","N/A"
B2BCUST-449,"SCOOTSY LOGISTICS PRIVATE LIMITED (JAIPUR)","08AAVCS1691R1Z5","Plot No. DTA-01-13, Phase II, Mahindra World City, Village Newata, Tehsil Sanganer Jaipur, Rajasthan - 302037, India","Plot No. DTA-01-13, Phase II, Mahindra World City, Village Newata, Tehsil Sanganer Jaipur, Rajasthan - 302037, India","Swiggy Rate Card - 2",10-Apr-2025,"7530983272","N/A"
B2BCUST-448,"M S GLOBAL ENTERPRISES","09AHBPV5061E1ZA","NEAR EXIBITION GROUND, MILAN VIHAR COLONY CHESE COMPOUND, ALIGARA, ALIGARA,UTTAR PRADESH, 202001","NEAR EXIBITION GROUND, MILAN VIHAR COLONY CHESE COMPOUND, ALIGARA, ALIGARA,UTTAR PRADESH, 202001","N/A",10-Apr-2025,"8445698999","N/A"
B2BCUST-447,"Bloomrooms @ New Delhi Railway Station","07AABCI6836L1Z8","Imperativ Hospitality Private Limited 8591 Arakashan Road Opp. New Delhi Railway Station New Delhi 07-DL 110005 IN 9654379580","Bloomrooms @ New Delhi Railway Station 8591 Arakashan Road Opp. New Delhi Railway Station New Delhi 07-DL 110005 IN 9654379580","Bloom Hotels Institutional",09-Apr-2025,"9654379580","N/A"
B2BCUST-446,"Peach it up by Samridhi","27EPDPA7673R1Z5","PEACH IT UP, Ground floor, Rays House, New Kantwadi, Behind Boojee Café Bandra West Mumbai 400050, Komal Bankar - 8767973303","PEACH IT UP, Ground floor, Rays House, New Kantwadi, Behind Boojee Café Bandra West Mumbai 400050, Komal Bankar - 8767973303","N/A",09-Apr-2025,"8767973303","N/A"
B2BCUST-445,"MB Greens Clarks Inn, Moradabad","09AACCP6041K2Z8","MBGREENS HOTELS PRIVATE LIMITED, Near Railway Crossing, Rampur Road, Moradabad, Moradabad, Uttar Pradesh, 244001","MB GREEN CLARKS INN (AUNIT OF MB GREENS HOTELS PRIVATE LIMITED) PREM WONDERLAND, RAMPUR ROAD, Moradabad, Uttar Pradesh - 244001 Santosh Singh Yadav-9917474209","N/A",09-Apr-2025,"9917474209","N/A"
B2BCUST-444,"COURTYARD BY MARRIOTT MAHABALESHWAR","27AACCS6174N1ZS","Courtyard by Marriott Mahabaleshwar 19/B Metgutad, Panchgani - Mahabaleshwar Road, Mahabaleshwar, Maharashtra - 412806 AMOL DHAYGUDE 9699768376 / 9657888769","Courtyard by Marriott Mahabaleshwar 19/B Metgutad, Panchgani - Mahabaleshwar Road, Mahabaleshwar, Maharashtra - 412806 AMOL DHAYGUDE 9699768376 / 9657888769","N/A",09-Apr-2025,"9657888769","N/A"
B2BCUST-443,"SHIVAAY AGRO PRODUCTS","08AXAPV4233F1ZI","SHIVAAY AGRO PRODUCTS G-451, INDRAPRASTHA INDUSTRIAL AREA, Kota, Rajasthan-324005","G-451, INDRAPRASTHA INDUSTRIAL AREA, Kota Ward 10, Kota, Rajasthan-324005","GT (Retailer 25% + DB 10%)",09-Apr-2025,"8445698999","N/A"
